chrom	start_CDS	end_CDS	length_CDS	pos_exons	strand	feature	gene_id	gene_name	transcript_id	product
I	474435	475769	1335	474435-475769	+	CDS	SPAC24H6.12c	uba3	SPAC24H6.12c.1	NEDD8 activating enzyme E1-type Uba3
I	477795	480671	2877	477795-480671	+	CDS	SPAC24H6.11c	vsb1	SPAC24H6.11c.1	plasma membrane sulfate transmembrane transporter Vsb1
I	481216	482322	1107	481216-482322	+	CDS	SPAC24H6.10c	aro4	SPAC24H6.10c.1	phospho-2-dehydro-3-deoxyheptonate aldolase Aro4
I	483077	485393	2262	483077-485296,485352-485393	-	CDS	SPAC24H6.09	gef1	SPAC24H6.09.1	RhoGEF for Cdc42 (Gef1)
I	486530	487192	663	486530-487192	-	CDS	SPAC24H6.08	None	SPAC24H6.08.1	Schizosaccharomyces specific protein
I	487988	488608	576	487988-488548,488594-488608	-	CDS	SPAC24H6.07	rps901	SPAC24H6.07.1	40S ribosomal protein S9
I	489044	491191	2100	489044-491101,491150-491191	-	CDS	SPAC24H6.06	sld3	SPAC24H6.06.1	DNA replication pre-initiation complex subunit Sld3
I	492245	494035	1791	492245-494035	-	CDS	SPAC24H6.05	cdc25	SPAC24H6.05.1	protein tyrosine phosphatase (M phase inducer) Cdc25
I	495943	497397	1455	495943-497397	-	CDS	SPAC24H6.04	hxk1	SPAC24H6.04.1	hexokinase 1
I	498456	501111	2358	498456-498627,498684-499093,499145-499318,499363-499427,499480-499589,499629-501013,501070-501111	-	CDS	SPAC24H6.03	cul3	SPAC24H6.03.1	cullin 3
I	501275	501846	528	501275-501525,501570-501846	+	CDS	SPAC24H6.02c	zim17	SPAC24H6.02c.1	protein co-chaperone with a zinc finger motif Zim17
I	502512	504507	1752	502512-502758,502834-503267,503308-503427,503475-503645,503682-504354,504401-504507	+	CDS	SPAC24H6.01c	gup1	SPAC24H6.01c.1	membrane bound O-acyltransferase, MBOAT Gup1
I	504957	510185	5064	504957-504972,505008-505126,505169-506881,506919-507111,507163-510185	+	CDS	SPAPB21F2.02	dop1	SPAPB21F2.02.1	Dopey family protein Dop1
I	510667	511226	519	510667-510669,510711-511226	+	CDS	SPAPB21F2.03	slx9	SPAPB21F2.03.1	ribosome biogenesis protein Slx9
I	511780	512901	1122	511780-512901	-	CDS	SPAC227.01c	erd1	SPAC227.01c.1	retrograde transport protein, Golgi to ER, Erd1/Gmn2
I	513613	513981	252	513613-513744,513862-513981	-	CDS	SPAC227.19c	pig25	SPAC227.19c.1	pig-Y, phosphatidylinositol N-acetylglucosaminyltransferase subunit
I	514263	514880	618	514263-514880	-	CDS	SPAC227.02c	rrp15	SPAC227.02c.1	rRNA processing protein Rrp15
I	515474	516589	1116	515474-516589	-	CDS	SPAC227.03c	yea6	SPAC227.03c.1	mitochondrial carrier, NAD Yea6
I	517549	518088	540	517549-518088	+	CDS	SPAC227.04	atg10	SPAC227.04.1	Atg12 conjugating enzyme Atg10
I	518480	518851	372	518480-518851	+	CDS	SPAC227.05	pfd4	SPAC227.05.1	prefoldin subunit Pfd4
I	519039	519788	750	519039-519788	+	CDS	SPAC227.06	yip5	SPAC227.06.1	Rab GTPase binding Yip5
I	520632	522187	1392	520632-520655,520699-521981,522059-522099,522144-522187	-	CDS	SPAC227.07c	pab1	SPAC227.07c.1	serine/threonine protein phosphatase PP2A regulatory subunit B-55 Pab1
I	523165	523832	513	523165-523216,523276-523566,523663-523832	-	CDS	SPAC227.08c	yth1	SPAC227.08c.1	mRNA cleavage and polyadenylation specificity factor complex zinc finger subunit Yth1
I	524303	525556	1254	524303-525556	+	CDS	SPAC227.09	fol3	SPAC227.09.1	folylpolyglutamate synthase Fol3
I	526327	526841	345	526327-526354,526404-526494,526542-526665,526740-526841	+	CDS	SPAC227.10	pfd2	SPAC227.10.1	prefoldin subunit Pfd2
I	527048	528104	867	527048-527578,527718-527978,528030-528104	-	CDS	SPAC227.11c	yos9	SPAC227.11c.1	sensor for misfolded ER glycoproteins Yos9
I	528293	529743	1389	528293-528329,528392-529743	+	CDS	SPAC227.12	rna4	SPAC227.12.1	U4/U6 x U5 tri-snRNP complex WD repeat subunit Rna4
I	530361	530939	579	530361-530939	-	CDS	SPAC227.13c	isu1	SPAC227.13c.1	mitochondrial [2Fe-2S] cluster assembly protein Isu1
I	533429	534217	708	533429-533629,533711-534217	+	CDS	SPAC227.14	yfh7	SPAC227.14.1	uridine kinase Yfh7
I	535742	538363	2622	535742-538363	+	CDS	SPAC227.15	reg1	SPAC227.15.1	serine/threonine protein phosphatase PP1 regulatory subunit Reg1
I	540500	541268	501	540500-540561,540621-540766,540823-540957,541064-541122,541170-541268	-	CDS	SPAC227.16c	psf3	SPAC227.16c.1	GINS complex subunit Psf3
I	542298	542663	366	542298-542663	-	CDS	SPAC227.17c	None	SPAC227.17c.1	DUF3128 family, human c22orf39 ortholog, implicated in gene expression
I	543019	544125	1107	543019-544125	+	CDS	SPAC227.18	lys3	SPAC227.18.1	saccharopine dehydrogenase Lys3
I	544929	545906	978	544929-545906	-	CDS	SPAC2F7.02c	psr1	SPAC2F7.02c.1	RNA polymerase II CTD S5 small phosphatase Psr1
I	546959	550222	3264	546959-550222	-	CDS	SPAC2F7.03c	pom1	SPAC2F7.03c.1	DYRK family cell polarity protein kinase Pom1
I	550892	552344	1365	550892-551125,551172-551819,551862-552344	+	CDS	SPAC2F7.04	med1	SPAC2F7.04.1	mediator complex subunit Med1
I	552622	553809	1188	552622-553809	-	CDS	SPAC2F7.05c	tif5	SPAC2F7.05c.1	translation initiation factor eIF5, Tif5
I	554534	556054	1521	554534-556054	-	CDS	SPAC2F7.06c	pol4	SPAC2F7.06c.1	DNA polymerase X family
I	556914	558737	1824	556914-558737	-	CDS	SPAC2F7.07c	cph2	SPAC2F7.07c.1	Clr6 histone deacetylase associated PHD-finger protein Cph2
I	559161	560957	1797	559161-560957	-	CDS	SPAC2F7.08c	snf5	SPAC2F7.08c.1	SWI/SNF complex subunit Snf5
I	561265	562740	1476	561265-562740	-	CDS	SPAC2F7.09c	gep3	SPAC2F7.09c.1	mitochondrial GTPase related protein Gep3
I	563508	565436	1929	563508-565436	+	CDS	SPAC2F7.10	akr1	SPAC2F7.10.1	palmitoyltransferase Akr1
I	569129	570718	1590	569129-570718	+	CDS	SPAC2F7.11	nrd1	SPAC2F7.11.1	RNA-binding protein Nrd1
I	571815	573002	1188	571815-573002	-	CDS	SPAC2F7.13c	wrs1	SPAC2F7.13c.1	cytoplasmic tryptophan-tRNA ligase Wrs1
I	573476	574465	990	573476-574465	-	CDS	SPAC2F7.14c	rrp4	SPAC2F7.14c.1	exosome subunit Rrp4
I	576669	577533	777	576669-576963,577052-577533	+	CDS	SPAC2F7.15	rsm24	SPAC2F7.15.1	mitochondrial ribosomal protein subunit S35
I	577667	581776	4110	577667-581776	-	CDS	SPAC2F7.16c	pld1	SPAC2F7.16c.1	phospholipase D, Pld1
I	582735	584304	1191	582735-582905,583048-583146,583384-584304	+	CDS	SPAC2F7.17	mrf1	SPAC2F7.17.1	mitochondrial translation release factor
I	584493	586870	2334	584493-586723,586768-586870	-	CDS	SPAC13A11.01c	rga8	SPAC13A11.01c.1	RhoGAP Rga8
I	587634	589121	1488	587634-589121	-	CDS	SPAC13A11.02c	erg11	SPAC13A11.02c.1	lanosterol 14-demethylase (cytochrome P450) Erg11
I	591020	591746	633	591020-591085,591180-591746	+	CDS	SPAC13A11.03	mcp7	SPAC13A11.03.1	meiosis specific coiled-coil protein Mcp7
I	592219	593889	1350	592219-592288,592334-592398,592452-592749,592795-593482,593583-593715,593794-593889	-	CDS	SPAC13A11.04c	ubp8	SPAC13A11.04c.1	SAGA complex ubiquitin C-terminal hydrolase Ubp8
I	594991	596532	1542	594991-596532	+	CDS	SPAC13A11.05	ysp2	SPAC13A11.05.1	peptidase family M17 cytoplasmic leucyl aminopeptidase yspII (LAP yspII)
I	598096	599811	1716	598096-599811	+	CDS	SPAC13A11.06	pdc202	SPAC13A11.06.1	pyruvate decarboxylase
I	601424	602758	1335	601424-602758	+	CDS	SPAC3H8.02	csr102	SPAC3H8.02.1	sec14 cytosolic factor family, phospholipid-intermembrane transfer protein Csr102
I	603566	604054	318	603566-603745,603917-604054	+	CDS	SPAC3H8.03	img2	SPAC3H8.03.1	mitochondrial ribosomal protein subunit L49
I	605242	606258	1017	605242-606258	+	CDS	SPAC3H8.04	None	SPAC3H8.04.1	DUF4210 domain protein, human FAM214A ortholog, implicated in chromosome segregation
I	606476	609776	3222	606476-607230,607270-607358,607399-609776	-	CDS	SPAC3H8.05c	mms1	SPAC3H8.05c.1	Cul8-RING ubiquitin ligase complex WD repeat protein subunit Mms1
I	611415	612683	1269	611415-612683	+	CDS	SPAC3H8.06	aur1	SPAC3H8.06.1	inositol phosphorylceramide synthase Aur1
I	613382	613984	510	613382-613781,613826-613924,613974-613984	-	CDS	SPAC3H8.07c	pfd3	SPAC3H8.07c.1	prefoldin subunit Pfd3
I	614559	616250	1692	614559-616250	-	CDS	SPAC3H8.08c	None	SPAC3H8.08c.1	DNA-binding transcription factor
I	616995	619348	2217	616995-617458,617514-617854,617937-619348	-	CDS	SPAC3H8.09c	nab3	SPAC3H8.09c.1	poly(A) binding protein Nab3
I	621491	622658	861	621491-621649,621698-622000,622197-622319,622383-622658	+	CDS	SPAC3H8.10	spo20	SPAC3H8.10.1	sec14 cytosolic factor family, phospholipid-intermembrane transfer protein Spo20/Sec14
I	623385	625776	2334	623385-623651,623710-625776	+	CDS	SPAC1F3.01	rrp6	SPAC1F3.01.1	exosome 3'-5' exoribonuclease subunit Rrp6
I	625997	629347	3351	625997-629347	-	CDS	SPAC1F3.02c	mkh1	SPAC1F3.02c.1	MEK kinase (MEKK) Mkh1
I	630343	633495	3015	630343-630444,630492-630921,630970-632875,632919-633495	+	CDS	SPAC1F3.03	sro7	SPAC1F3.03.1	Lgl family protein Sro7
I	633688	634690	867	633688-634351,634488-634690	-	CDS	SPAC1F3.04c	tsr3	SPAC1F3.04c.1	SSU-rRNA maturation protein Tsr3
I	635771	637585	1533	635771-635804,635874-635961,636017-636092,636251-637585	+	CDS	SPAC1F3.05	gga21	SPAC1F3.05.1	Golgi localized Arf binding gamma-adaptin ortholog Gga21
I	637929	643802	5874	637929-643802	-	CDS	SPAC1F3.06c	spo15	SPAC1F3.06c.1	mitotic and meiotic spindle pole body protein, gamma tubulin complex linker-related Spo15
I	644055	645340	1212	644055-644923,644998-645340	-	CDS	SPAC1F3.07c	rsc58	SPAC1F3.07c.1	RSC complex subunit Rsc58
I	645647	645973	327	645647-645973	-	CDS	SPAC1F3.08c	None	SPAC1F3.08c.1	dubious
I	647436	649458	1686	647436-647470,647568-647734,647848-648675,648733-648813,648884-649458	+	CDS	SPAC1F3.09	mug161	SPAC1F3.09.1	CwfJ family protein, splicing factor Mug161
I	649522	651810	2289	649522-651810	-	CDS	SPAC1F3.10c	oct1	SPAC1F3.10c.1	mitochondrial intermediate peptidase Oct1
I	651910	652674	765	651910-652674	+	CDS	SPAC1D4.01	tls1	SPAC1D4.01.1	splicing factor Tls1
I	652898	654126	1038	652898-653446,653496-653683,653780-653900,653947-654126	-	CDS	SPAC1D4.02c	grh1	SPAC1D4.02c.1	human GRASP protein family Golgi protein
I	654384	656011	1542	654384-654630,654717-656011	-	CDS	SPAC1D4.03c	aut12	SPAC1D4.03c.1	autophagy associated heterodimeric guanine nucleotide exchange factor (GEF) subunit Aut12
I	657210	658876	1584	657210-657212,657249-657380,657428-658876	+	CDS	SPAC1D4.04	cct2	SPAC1D4.04.1	chaperonin-containing T-complex beta subunit Cct2
I	659092	660307	1164	659092-660176,660229-660307	-	CDS	SPAC1D4.05c	erd101	SPAC1D4.05c.1	Erd1 homolog
I	660800	661892	921	660800-661000,661113-661328,661389-661892	-	CDS	SPAC1D4.06c	csk1	SPAC1D4.06c.1	cyclin-dependent kinase activating kinase Csk1
I	662989	664349	714	662989-663046,663694-664349	+	CDS	SPAC1D4.08	pis1	SPAC1D4.08.1	phosphatidylinositol synthase (CDP-diacylglycerol--inositol 3-phosphatidyltransferase) Pis1
I	664860	665735	723	664860-665030,665077-665199,665264-665679,665723-665735	-	CDS	SPAC1D4.09c	rtf2	SPAC1D4.09c.1	splicing factor Rtf2
I	666275	668741	2430	666275-666659,666697-668741	+	CDS	SPAC1D4.10	trz1	SPAC1D4.10.1	tRNAse Z, nuclear 3'-tRNA processing endonuclease Trz1
I	669261	671333	2073	669261-671333	-	CDS	SPAC1D4.11c	lkh1	SPAC1D4.11c.1	dual specificity protein kinase Lkh1
I	677282	679600	2319	677282-679600	+	CDS	SPAC1D4.12	rad15	SPAC1D4.12.1	transcription factor TFIIH complex DNA helicase (human ERCC2) subunit Rad15
I	680653	681675	1023	680653-681675	+	CDS	SPAC1D4.13	byr1	SPAC1D4.13.1	MAP kinase kinase Byr1
I	682880	687821	4887	682880-682928,682984-687821	+	CDS	SPAC1D4.14	tho2	SPAC1D4.14.1	THO complex subunit Tho2
I	688040	690739	2700	688040-690739	-	CDS	SPAC22F3.13	tsc1	SPAC22F3.13.1	Rheb GAP, hamartin Tsc1
I	692677	694122	1446	692677-694122	+	CDS	SPAC22F3.12c	rgs1	SPAC22F3.12c.1	regulator of G-protein signaling Rgs1
I	695375	695946	522	695375-695609,695660-695946	+	CDS	SPAC22F3.11c	snu23	SPAC22F3.11c.1	U4/U6 x U5 tri-snRNP complex subunit Snu23
I	696510	698770	2010	696510-696593,696845-698770	+	CDS	SPAC22F3.10c	gcs1	SPAC22F3.10c.1	glutamate-cysteine ligase Gcs1
I	699093	701230	1974	699093-699324,699489-701230	+	CDS	SPAC22F3.09c	res2	SPAC22F3.09c.1	MBF transcription factor complex subunit Res2
I	701983	703428	1446	701983-703428	+	CDS	SPAC22F3.08c	rok1	SPAC22F3.08c.1	ATP-dependent RNA helicase Rok1
I	704030	704484	357	704030-704156,704206-704303,704353-704484	+	CDS	SPAC22F3.07c	atp20	SPAC22F3.07c.1	F1-FO ATP synthase F(o) subunit G, Atp20
I	705021	705561	375	705021-705096,705140-705225,705349-705561	+	CDS	SPAC22F3.15	aim41	SPAC22F3.15.1	mitochondrial aspartyl/glutamyl-tRNA amidotransferase subunit B-related Aim41
I	706331	709534	3204	706331-709534	+	CDS	SPAC22F3.06c	lon1	SPAC22F3.06c.1	mitochondrial matrix Lon protease
I	709791	710568	561	709791-709855,709901-709955,709996-710068,710121-710266,710305-710385,710428-710568	+	CDS	SPAC22F3.05c	alp41	SPAC22F3.05c.1	GTP-binding protein involved in beta-tubulin folding Alp41
I	710533	715255	4464	710533-710677,710723-710941,710980-711341,711384-711604,711648-711863,711910-715057,715103-715255	-	CDS	SPAC22F3.04	mug62	SPAC22F3.04.1	acetyl-CoA biosynthesis protein
I	716289	719328	2436	716289-716467,716515-716613,716705-716780,716822-717036,717073-717263,717316-717389,717425-717556,717595-717658,717695-717793,717833-717990,718029-718101,718137-718752,718792-718861,718904-719152,719188-719328	+	CDS	SPAC22F3.03c	rdh54	SPAC22F3.03c.1	ATP-dependent DNA translocase Rdh54
I	719344	719973	630	719344-719973	-	CDS	SPAC22F3.02	atf31	SPAC22F3.02.1	DNA-binding transcription factor Atf31
I	720555	722523	1629	720555-720627,720668-721431,721479-721839,721928-722144,722245-722330,722396-722523	-	CDS	SPAC1296.01c	None	SPAC1296.01c.1	phosphoacetylglucosamine mutase
I	723801	724650	495	723801-723912,724268-724650	+	CDS	SPAC1296.02	cox4	SPAC1296.02.1	cytochrome c oxidase subunit IV
I	724991	726514	1524	724991-726514	-	CDS	SPAC1296.03c	sxa2	SPAC1296.03c.1	serine carboxypeptidase Sxa2
I	727980	729121	747	727980-728035,728083-728221,728494-728646,728723-729121	+	CDS	SPAC1296.04	mug65	SPAC1296.04.1	tectonin WD repeat-containing, dysferlin-like autophagy-related protein Mug65
I	729440	730304	777	729440-730085,730174-730304	-	CDS	SPAC1296.05c	lcp1	SPAC1296.05c.1	cyclin L family cyclin
I	731947	733910	1755	731947-732081,732163-732240,732291-732388,732426-732524,732566-733910	+	CDS	SPAC1296.06	tah18	SPAC1296.06.1	CIA machinery NADPH-dependent diflavin oxidoreductase Tah18
I	734117	735925	1650	734117-734743,734788-734993,735042-735495,735563-735925	-	CDS	SPAPJ696.01c	vps17	SPAPJ696.01c.1	retromer complex subunit Vps17
I	736789	738220	1293	736789-736825,736878-736918,737006-738220	+	CDS	SPAPJ696.02	lsb4	SPAPJ696.02.1	actin cortical patch component Lsb4
I	738581	740576	1797	738581-740231,740346-740401,740487-740576	-	CDS	SPAC22G7.01c	fra1	SPAC22G7.01c.1	iron responsive transcriptional regulator, peptidase family
I	740920	744206	2973	740920-740952,740994-741119,741164-743185,743226-743463,743504-743688,743727-743822,743869-744050,744116-744206	+	CDS	SPAC22G7.02	kap111	SPAC22G7.02.1	karyopherin/importin beta family nuclear import signal receptor Kap111
I	744438	745148	711	744438-745148	+	CDS	SPAC22G7.03	None	SPAC22G7.03.1	Schizosaccharomyces specific protein
I	745380	748965	3267	745380-745397,745442-745540,745585-745751,745869-745995,746036-746613,746651-747957,747995-748965	+	CDS	SPAC22G7.04	pan2	SPAC22G7.04.1	PAN complex (poly(A)-specific ribonuclease) ubiquitin C-terminal hydrolase subunit Pan2
I	749297	751220	1797	749297-749537,749665-751220	+	CDS	SPAC22G7.05	kri1	SPAC22G7.05.1	ribosome biogenesis protein Kri1
I	751800	758534	6735	751800-758534	-	CDS	SPAC22G7.06c	ura1	SPAC22G7.06c.1	trifunctional GLNase (glutamine amidotransferase)/CPSase (carbamoylphosphate synthetase)/ATCase (aspartate transcarbamoylase) Ura1
I	759643	760902	1260	759643-760902	-	CDS	SPAC22G7.07c	ime4	SPAC22G7.07c.1	mRNA (N6-adenosine)-methyltransferase Ime4
I	762430	764088	1542	762430-762495,762613-764088	+	CDS	SPAC22G7.08	ppk8	SPAC22G7.08.1	serine/threonine protein kinase Ppk8
I	764173	765710	1278	764173-764300,764340-764631,764688-764796,764843-764929,764973-765579,765656-765710	-	CDS	SPAC22G7.09c	nup45	SPAC22G7.09c.1	nucleoporin Nup45
I	766204	767330	1035	766204-766341,766387-766439,766487-767330	+	CDS	SPAC22G7.10	iss1	SPAC22G7.10.1	mRNA cleavage and polyadenylation specificity factor complex subunit Iss1
I	767580	768002	423	767580-768002	-	CDS	SPAC22G7.11c	cum1	SPAC22G7.11c.1	Con-6 family conserved fungal protein
I	769098	769585	213	769098-769110,769279-769381,769489-769585	-	CDS	SPAC4G8.02c	sss1	SPAC4G8.02c.1	translocon gamma subunit Sss1
I	770708	773050	2343	770708-773050	-	CDS	SPAC4G8.03c	puf5	SPAC4G8.03c.1	cytoplasmic pumilio family RNA-binding protein Puf5
I	780194	782575	2319	780194-782233,782297-782575	+	CDS	SPAC4G8.04	None	SPAC4G8.04.1	RabGAP
I	783108	784808	1701	783108-784808	+	CDS	SPAC4G8.05	ppk14	SPAC4G8.05.1	serine/threonine protein kinase Ppk14
I	785158	786414	1257	785158-786414	-	CDS	SPAC4G8.06c	trm12	SPAC4G8.06c.1	tRNA 4-demethylwyosine alpha-amino-alpha-carboxypropyltransferase Trm12
I	786485	788348	1434	786485-786508,786640-786888,786938-787775,787899-787998,788126-788348	-	CDS	SPAC4G8.07c	trm2	SPAC4G8.07c.1	tRNA (m5U54) methyltransferase Trm2
I	789744	790768	816	789744-789772,789823-790216,790376-790768	+	CDS	SPAC4G8.08	None	SPAC4G8.08.1	mitochondrial carrier, iron ion
I	791017	793641	2625	791017-793641	+	CDS	SPAC4G8.09	None	SPAC4G8.09.1	mitochondrial leucine-tRNA ligase
I	793972	794520	549	793972-794520	+	CDS	SPAC4G8.10	gos1	SPAC4G8.10.1	SNARE Gos1
I	794627	795629	804	794627-794821,794923-795189,795288-795629	-	CDS	SPAC4G8.11c	atp10	SPAC4G8.11c.1	mitochondrial F1-FO ATP synthase chaperone, Atp10
I	797160	799048	1602	797160-798117,798183-798340,798381-798547,798646-798714,798759-798884,798925-799048	-	CDS	SPAC4G8.12c	smp3	SPAC4G8.12c.1	pig-Z, alpha-1,2-mannosyltransferase Smp3
I	799604	801649	2046	799604-801649	-	CDS	SPAC4G8.13c	prz1	SPAC4G8.13c.1	DNA-binding transcription factor, calcineurin responsive Prz1
I	803369	804653	1086	803369-804336,804499-804576,804614-804653	-	CDS	SPAC16C9.01c	None	SPAC16C9.01c.1	PfkB carbohydrate-kinase superfamily, unknown specificity, probable alcohol group as an acceptor
I	805174	806245	924	805174-805434,805534-806094,806144-806245	-	CDS	SPAC16C9.02c	mta1	SPAC16C9.02c.1	S-methyl-5-thioadenosine phosphorylase Mta1
I	807569	809065	1497	807569-809065	+	CDS	SPAC16C9.03	nmd3	SPAC16C9.03.1	ribosome export adaptor Nmd3
I	809478	811085	1470	809478-810714,810803-810982,811033-811085	-	CDS	SPAC16C9.04c	mot2	SPAC16C9.04c.1	CCR4-Not complex ubiquitin-protein ligase E3 subunit 4
I	812035	813249	1215	812035-813249	+	CDS	SPAC16C9.05	cph1	SPAC16C9.05.1	Clr6 histone deacetylase associated PHD finger protein Cph1
I	813795	816572	2778	813795-816572	-	CDS	SPAC16C9.06c	upf1	SPAC16C9.06c.1	ATP-dependent RNA helicase Upf1
I	817481	819991	2511	817481-819991	+	CDS	SPAC16C9.07	pom2	SPAC16C9.07.1	DYRK family protein kinase Pom2
I	820513	824527	3957	820513-820682,820741-824527	+	CDS	SPAC2G11.02	urb2	SPAC2G11.02.1	ribosome biogenesis protein Urb2
I	824592	826455	1677	824592-824624,824677-825957,826044-826251,826301-826455	-	CDS	SPAC2G11.03c	vps45	SPAC2G11.03c.1	vacuolar sorting protein Vps45
I	826936	827841	906	826936-827841	+	CDS	SPAC2G11.04	rbm17	SPAC2G11.04.1	RNA-binding protein, G-patch type, alternative splicing factor 45
I	828000	830105	2106	828000-830105	-	CDS	SPAC2G11.05c	alx1	SPAC2G11.05c.1	ESCRT-III regulator Alx1
I	830602	832135	1299	830602-830625,830692-830803,830914-831400,831460-832135	+	CDS	SPAC2G11.06	vps4	SPAC2G11.06.1	AAA family ATPase Vps4
I	832648	834189	1245	832648-833490,833530-833603,833862-834189	-	CDS	SPAC2G11.07c	ptc3	SPAC2G11.07c.1	serine/threonine protein phosphatase PP2C catalytic subunit Ptc3
I	834817	835334	459	834817-834914,834974-835334	-	CDS	SPAC2G11.08c	smn1	SPAC2G11.08c.1	SMN complex subunit Smn1/Gem1
I	836224	838714	2382	836224-836269,836379-838714	+	CDS	SPAC2G11.09	None	SPAC2G11.09.1	plasma membrane calcium permeable gated cation channel
I	839023	840496	1206	839023-839905,839950-840163,840388-840496	-	CDS	SPAC2G11.10c	uba42	SPAC2G11.10c.1	thiosulfate sulfurtransferase, URM1 activating enzyme E1-type Uba42
I	841699	843984	2160	841699-841797,841841-841909,841993-843984	-	CDS	SPAC2G11.11c	prh1	SPAC2G11.11c.1	ATP-dependent RNA helicase Prh1
I	844512	848498	3987	844512-848498	+	CDS	SPAC2G11.12	rqh1	SPAC2G11.12.1	RecQ type DNA helicase Rqh1
I	848868	850457	1590	848868-850457	+	CDS	SPAC2G11.13	atg22	SPAC2G11.13.1	vacuolar amino acid transmembrane transporter Atg22
I	850805	853872	2940	850805-850867,850910-851480,851529-851677,851716-853872	+	CDS	SPAC2G11.14	taf1	SPAC2G11.14.1	transcription factor TFIID complex, histone acetyltransferase subunit Taf111
I	854057	854975	720	854057-854344,854393-854538,854611-854726,854806-854975	-	CDS	SPAC2G11.15c	tgs1	SPAC2G11.15c.1	snRNA and snoRNA trimethylguanosine synthase Tgs1
I	855781	856569	789	855781-856569	+	CDS	SPAC521.02	wss1	SPAC521.02.1	DNA repair WLM domain metallopeptidase Wss1
I	857630	858409	780	857630-858409	+	CDS	SPAC521.03	None	SPAC521.03.1	short chain dehydrogenase, human DHRS7 family
I	858816	861461	2646	858816-861461	-	CDS	SPAC521.04c	sst1	SPAC521.04c.1	vacuolar calcium transmembrane transporter
I	862005	862607	603	862005-862607	+	CDS	SPAC521.05	rps802	SPAC521.05.1	40S ribosomal protein S8
I	863161	866831	3633	863161-863176,863215-866831	+	CDS	SPAC23G3.01	rpb2	SPAC23G3.01.1	DNA-directed RNA polymerase II complex subunit Rpb2
I	867008	882013	15006	867008-882013	-	CDS	SPAC23G3.02c	sib1	SPAC23G3.02c.1	ferrichrome synthetase Sib1
